"Index","predito","ic.low","ic.upp"
"2020-04-09",2118.73861633556,2014.33889350771,2228.5491973669
"2020-04-10",2363.067564939,2213.43549010875,2522.81502732766
"2020-04-11",2635.5720679338,2430.96422840159,2857.40120900099
"2020-04-12",2939.50127721049,2669.15684611345,3237.22743056623
"2020-04-13",3278.47903073889,2930.23223008367,3668.11362070361
