"Index","predito","ic.low","ic.upp"
"2020-04-09",7155.63745889067,6962.17295324652,7354.47794631457
"2020-04-10",7954.03332600109,7676.85775532364,8241.21641530518
"2020-04-11",8841.51083877638,8462.56736423806,9237.42294123985
"2020-04-12",9828.00935176637,9327.34601457897,10355.5467619014
"2020-04-13",10924.5772108079,10279.631390646,11609.9870413157
